InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Country
66809,1181,2025-12-24 06:16:48.350205,7,308.27,Germany
52832,1663,2026-01-30 06:16:48.350205,2,404.03,USA
38369,1024,2026-02-03 06:16:48.350205,6,221.71,Canada
41728,1966,2025-12-24 06:16:48.350205,6,279.52,Australia
27576,1179,2025-10-05 06:16:48.350205,2,400.92,India
39001,1709,2025-07-26 06:16:48.350205,4,307.2,Germany
93384,1500,2025-05-26 06:16:48.350205,8,116.26,India
10390,1855,2025-06-09 06:16:48.350205,8,308.46,Germany
97535,1160,2026-01-26 06:16:48.350205,8,316.0,Canada
55436,1176,2026-02-28 06:16:48.350205,8,368.38,Australia
21569,1284,2025-07-21 06:16:48.350205,1,312.33,Canada
23029,1062,2026-01-28 06:16:48.350205,2,484.77,Canada
32490,1661,2025-03-07 06:16:48.350205,4,102.66,Germany
55875,1665,2026-01-18 06:16:48.350205,9,475.79,UK
15867,1155,2026-01-07 06:16:48.350205,3,271.48,Australia
90820,1881,2025-07-15 06:16:48.350205,6,337.62,India
19121,1468,2025-08-16 06:16:48.350205,7,54.23,UK
11539,1048,2025-06-04 06:16:48.350205,8,193.39,UK
27027,1966,2025-05-01 06:16:48.350205,7,385.84,USA
84229,1848,2025-08-18 06:16:48.350205,3,354.92,India
18921,1083,2025-10-02 06:16:48.350205,6,24.87,Germany
60435,1360,2026-02-24 06:16:48.350205,5,275.56,USA
20310,1688,2026-01-21 06:16:48.350205,4,48.7,USA
73965,1147,2025-07-17 06:16:48.350205,1,497.95,Canada
79922,1629,2025-03-22 06:16:48.350205,7,449.16,Germany
92839,1341,2025-05-12 06:16:48.350205,8,15.43,UK
22242,1475,2025-07-25 06:16:48.350205,2,430.03,Australia
18947,1062,2025-06-26 06:16:48.350205,7,460.12,UK
81466,1700,2025-11-03 06:16:48.350205,6,180.01,UK
71816,1359,2025-04-06 06:16:48.350205,5,361.15,Canada
58785,1560,2025-09-15 06:16:48.350205,4,223.84,UK
10507,1326,2026-01-07 06:16:48.350205,2,329.34,India
76972,1768,2026-02-06 06:16:48.350205,6,173.46,UK
37151,1735,2025-07-15 06:16:48.350205,5,164.67,UK
21618,1140,2025-03-20 06:16:48.350205,2,215.09,India
84286,1989,2025-11-11 06:16:48.350205,7,77.06,Canada
26122,1214,2025-09-25 06:16:48.350205,6,416.41,USA
17354,1434,2025-07-20 06:16:48.350205,9,177.61,Germany
40979,1890,2025-07-30 06:16:48.350205,5,203.07,Canada
96436,1951,2025-07-27 06:16:48.350205,9,447.56,UK
89376,1722,2025-03-14 06:16:48.350205,9,250.83,USA
62774,1317,2026-02-17 06:16:48.350205,1,274.41,Germany
15037,1031,2025-04-22 06:16:48.350205,5,478.47,Germany
38633,1669,2025-07-15 06:16:48.350205,9,443.93,Germany
34495,1284,2025-10-21 06:16:48.350205,7,88.89,India
74550,1304,2025-11-15 06:16:48.350205,6,239.24,India
91384,1428,2025-09-03 06:16:48.350205,6,485.79,USA
46483,1476,2025-09-27 06:16:48.350205,7,189.32,UK
83373,1285,2025-03-08 06:16:48.350205,1,188.93,USA
44069,1143,2025-12-07 06:16:48.350205,4,101.54,UK
17370,1423,2026-01-22 06:16:48.350205,1,61.59,Canada
81947,1018,2026-01-18 06:16:48.350205,6,371.45,Germany
49133,1017,2025-10-29 06:16:48.350205,4,386.17,Germany
10692,1768,2025-12-22 06:16:48.350205,1,484.66,India
38926,1589,2026-01-21 06:16:48.350205,9,387.84,Canada
83984,1370,2026-01-27 06:16:48.350205,4,125.46,Australia
53390,1174,2026-01-27 06:16:48.350205,6,24.86,Canada
59593,1193,2026-01-06 06:16:48.350205,7,492.79,UK
85609,1501,2025-11-05 06:16:48.350205,8,173.52,Canada
15209,1987,2025-03-27 06:16:48.350205,9,159.43,India
16533,1112,2025-07-22 06:16:48.350205,9,453.45,UK
96597,1113,2025-11-13 06:16:48.350205,8,294.62,USA
17211,1221,2025-12-25 06:16:48.350205,3,111.36,UK
19927,1677,2026-01-14 06:16:48.350205,2,445.1,USA
87463,1946,2025-08-11 06:16:48.350205,5,496.71,Australia
34594,1830,2025-05-08 06:16:48.350205,1,47.91,UK
84852,1643,2025-12-10 06:16:48.350205,3,431.81,Germany
87713,1896,2025-04-14 06:16:48.350205,1,198.31,Australia
86382,1263,2025-10-08 06:16:48.350205,3,264.42,USA
17933,1924,2026-02-28 06:16:48.350205,4,457.83,India
50696,1054,2025-08-23 06:16:48.350205,7,486.82,Australia
75449,1870,2025-08-12 06:16:48.350205,5,134.77,Australia
77616,1642,2025-07-04 06:16:48.350205,5,110.36,Australia
16089,1799,2025-10-16 06:16:48.350205,1,44.86,USA
66548,1777,2025-10-11 06:16:48.350205,8,283.09,USA
36123,1457,2025-03-15 06:16:48.350205,4,11.73,UK
17797,1978,2025-09-23 06:16:48.350205,5,208.89,Germany
60013,1877,2025-04-01 06:16:48.350205,2,41.33,Australia
18346,1161,2025-12-28 06:16:48.350205,1,205.59,UK
95414,1379,2026-01-03 06:16:48.350205,9,24.77,UK
43672,1992,2025-03-06 06:16:48.350205,2,418.43,Germany
27653,1086,2025-04-11 06:16:48.350205,6,108.82,UK
59556,1054,2025-11-01 06:16:48.350205,1,167.51,Germany
36140,1475,2025-12-24 06:16:48.350205,1,435.67,India
11184,1799,2025-03-07 06:16:48.350205,9,374.4,Germany
44493,1177,2025-06-13 06:16:48.350205,4,113.42,Canada
54148,1390,2025-10-13 06:16:48.350205,9,40.59,Germany
34846,1348,2025-07-07 06:16:48.350205,5,359.26,Germany
32195,1007,2025-05-11 06:16:48.350205,7,198.4,Canada
15606,1832,2025-10-23 06:16:48.350205,1,384.21,Germany
13956,1312,2025-03-21 06:16:48.350205,6,225.42,USA
26555,1758,2025-06-27 06:16:48.350205,8,176.27,UK
28690,1834,2025-11-22 06:16:48.350205,1,228.35,UK
68502,1983,2025-11-26 06:16:48.350205,9,375.54,India
58849,1982,2026-02-25 06:16:48.350205,3,451.6,India
36347,1442,2025-10-28 06:16:48.350205,1,29.63,Canada
59056,1766,2025-08-03 06:16:48.350205,1,264.44,USA
73851,1327,2025-08-03 06:16:48.350205,6,21.25,India
91502,1053,2025-04-14 06:16:48.350205,6,236.86,UK
91418,1760,2025-07-12 06:16:48.350205,1,443.22,India
80211,1238,2025-09-22 06:16:48.350205,3,183.99,India
51850,1228,2025-06-22 06:16:48.350205,7,466.56,Germany
88545,1578,2025-06-10 06:16:48.350205,3,317.15,India
37843,1050,2026-01-11 06:16:48.350205,3,467.41,Canada
72320,1608,2025-12-10 06:16:48.350205,3,379.8,UK
39793,1603,2025-08-18 06:16:48.350205,7,56.2,Canada
49516,1263,2025-07-07 06:16:48.350205,4,119.42,Canada
27857,1417,2026-01-14 06:16:48.350205,4,200.11,Australia
29627,1802,2025-11-02 06:16:48.350205,3,89.2,USA
71822,1095,2025-12-25 06:16:48.350205,9,249.98,Australia
94101,1087,2025-03-25 06:16:48.350205,2,238.33,Australia
62248,1077,2025-07-04 06:16:48.350205,4,478.35,Germany
65798,1287,2025-09-15 06:16:48.350205,8,219.7,Canada
54116,1119,2025-04-19 06:16:48.350205,6,393.89,USA
85318,1813,2025-07-03 06:16:48.350205,7,471.25,UK
97902,1490,2025-11-16 06:16:48.350205,7,439.11,UK
38557,1911,2025-08-17 06:16:48.350205,2,108.29,USA
81334,1451,2026-01-02 06:16:48.350205,4,250.53,Canada
85163,1499,2026-02-26 06:16:48.350205,6,177.13,Canada
88002,1164,2025-06-04 06:16:48.350205,3,202.93,Germany
52614,1181,2025-11-19 06:16:48.350205,9,183.6,Germany
22720,1468,2025-07-28 06:16:48.350205,4,414.05,Australia
67608,1909,2025-04-04 06:16:48.350205,2,228.81,UK
82095,1734,2025-03-29 06:16:48.350205,6,264.23,Germany
94694,1822,2025-11-10 06:16:48.350205,1,491.31,USA
97593,1943,2025-08-22 06:16:48.350205,6,34.69,UK
45892,1977,2025-05-18 06:16:48.350205,1,246.54,Canada
87242,1006,2025-04-12 06:16:48.350205,8,388.16,UK
87606,1329,2025-10-05 06:16:48.350205,5,79.83,India
10924,1774,2025-12-18 06:16:48.350205,6,307.71,UK
61322,1672,2025-05-18 06:16:48.350205,2,123.54,Germany
36478,1150,2026-02-22 06:16:48.350205,2,434.37,USA
81042,1084,2025-12-26 06:16:48.350205,9,166.91,Canada
56418,1146,2025-04-14 06:16:48.350205,3,167.89,Canada
72217,1623,2025-10-20 06:16:48.350205,6,301.11,Germany
90846,1380,2025-04-12 06:16:48.350205,5,95.86,Germany
83762,1914,2025-12-23 06:16:48.350205,4,146.02,Germany
21781,1547,2025-10-31 06:16:48.350205,2,211.23,India
15515,1284,2026-01-23 06:16:48.350205,8,180.05,USA
46133,1699,2025-08-22 06:16:48.350205,7,264.81,India
92508,1081,2025-03-10 06:16:48.350205,2,301.82,Germany
86946,1513,2025-05-25 06:16:48.350205,6,285.5,USA
95058,1896,2025-03-11 06:16:48.350205,8,328.81,Germany
19095,1814,2026-02-17 06:16:48.350205,7,157.34,USA
98583,1708,2025-10-26 06:16:48.350205,1,67.58,Canada
30470,1915,2025-06-11 06:16:48.350205,5,381.6,India
53129,1522,2026-02-07 06:16:48.350205,2,426.14,Australia
18531,1745,2025-04-22 06:16:48.350205,6,132.22,Germany
47038,1385,2025-06-11 06:16:48.350205,7,206.51,Germany
97939,1706,2025-06-10 06:16:48.350205,7,251.79,UK
52674,1470,2025-08-25 06:16:48.350205,3,269.0,Australia
92476,1118,2025-10-09 06:16:48.350205,7,331.45,Canada
39831,1395,2025-10-01 06:16:48.350205,5,25.59,Germany
67174,1531,2026-01-18 06:16:48.350205,8,362.13,India
21279,1260,2025-09-28 06:16:48.350205,8,35.68,Canada
48220,1804,2025-09-23 06:16:48.350205,7,236.8,Germany
70610,1933,2025-10-03 06:16:48.350205,6,414.7,India
62719,1255,2025-10-03 06:16:48.350205,2,228.35,UK
63051,1733,2025-10-01 06:16:48.350205,6,78.8,UK
82013,1904,2025-09-26 06:16:48.350205,9,492.59,India
66652,1225,2025-05-30 06:16:48.350205,2,445.2,Canada
75524,1052,2025-05-04 06:16:48.350205,1,386.8,India
92936,1939,2025-08-05 06:16:48.350205,5,208.7,Australia
16470,1866,2025-08-08 06:16:48.350205,6,96.0,India
77598,1499,2026-02-05 06:16:48.350205,3,471.0,UK
51798,1505,2025-06-14 06:16:48.350205,8,268.51,UK
63473,1853,2025-05-22 06:16:48.350205,7,426.92,UK
29880,1363,2026-02-05 06:16:48.350205,2,174.34,Australia
54439,1279,2025-07-09 06:16:48.350205,7,170.97,Germany
24308,1592,2025-04-07 06:16:48.350205,1,492.84,Australia
45081,1713,2026-01-10 06:16:48.350205,9,263.31,Germany
85242,1157,2025-08-28 06:16:48.350205,7,74.64,Australia
60383,1631,2026-01-17 06:16:48.350205,6,113.74,USA
19837,1058,2025-07-18 06:16:48.350205,2,243.56,Germany
62151,1726,2026-02-24 06:16:48.350205,3,26.02,Canada
46824,1127,2025-12-27 06:16:48.350205,1,233.95,Canada
43073,1735,2025-05-23 06:16:48.350205,5,212.38,UK
36299,1720,2025-12-14 06:16:48.350205,9,390.77,Australia
68861,1881,2025-03-27 06:16:48.350205,6,180.7,India
40063,1114,2025-03-19 06:16:48.350205,5,491.36,UK
79453,1208,2025-03-11 06:16:48.350205,3,94.48,India
78472,1525,2025-12-17 06:16:48.350205,5,297.54,Australia
24506,1520,2025-09-01 06:16:48.350205,8,49.4,UK
89854,1551,2025-04-04 06:16:48.350205,2,368.26,UK
36026,1961,2025-09-18 06:16:48.350205,5,497.4,Canada
37672,1236,2026-02-20 06:16:48.350205,6,410.47,India
48417,1280,2025-07-30 06:16:48.350205,8,280.07,USA
62413,1358,2025-07-22 06:16:48.350205,8,244.95,USA
75066,1200,2025-05-18 06:16:48.350205,5,418.34,UK
69213,1757,2026-01-18 06:16:48.350205,9,468.31,Australia
60971,1277,2025-07-29 06:16:48.350205,4,494.66,UK
37281,1234,2026-02-24 06:16:48.350205,9,201.29,Canada
38091,1493,2025-05-07 06:16:48.350205,7,495.5,India
60494,1003,2025-10-04 06:16:48.350205,6,82.18,UK
28610,1665,2025-09-07 06:16:48.350205,4,130.51,Australia
11079,1441,2025-09-28 06:16:48.350205,2,49.06,USA
56751,1028,2025-07-10 06:16:48.350205,8,139.51,India
96126,1108,2025-04-21 06:16:48.350205,6,385.13,UK
65432,1609,2026-01-16 06:16:48.350205,3,427.2,India
40951,1726,2026-02-27 06:16:48.350205,7,390.55,Canada
90863,1804,2025-10-05 06:16:48.350205,7,317.38,USA
88291,1074,2026-02-05 06:16:48.350205,6,259.41,Australia
69872,1837,2025-03-25 06:16:48.350205,2,355.81,India
17235,1145,2025-09-21 06:16:48.350205,8,198.46,USA
92733,1127,2026-02-17 06:16:48.350205,1,421.45,UK
72712,1852,2025-11-27 06:16:48.350205,1,340.21,Australia
31473,1041,2025-04-24 06:16:48.350205,6,350.41,Australia
77567,1355,2025-05-31 06:16:48.350205,5,270.29,Germany
89823,1040,2025-05-13 06:16:48.350205,9,443.19,India
42230,1933,2025-07-23 06:16:48.350205,7,129.75,USA
94573,1033,2025-11-20 06:16:48.350205,2,193.67,India
78876,1016,2025-05-10 06:16:48.350205,7,389.93,UK
50644,1676,2025-12-28 06:16:48.350205,3,248.91,UK
58664,1152,2025-11-19 06:16:48.350205,1,445.16,Australia
55203,1997,2026-01-23 06:16:48.350205,8,176.47,Australia
76677,1377,2025-11-26 06:16:48.350205,3,187.82,USA
35425,1587,2026-01-25 06:16:48.350205,8,444.92,Canada
94817,1598,2025-12-21 06:16:48.350205,7,234.86,India
95961,1628,2025-05-23 06:16:48.350205,2,260.48,India
79806,1873,2025-05-04 06:16:48.350205,1,169.72,UK
52814,1341,2025-06-18 06:16:48.350205,7,141.95,India
80219,1980,2025-04-25 06:16:48.350205,1,329.69,USA
59646,1026,2025-08-31 06:16:48.350205,6,64.32,Germany
49884,1824,2026-02-08 06:16:48.350205,8,440.24,Australia
79322,1286,2025-03-16 06:16:48.350205,7,390.71,UK
31650,1645,2026-02-02 06:16:48.350205,4,99.42,Australia
19190,1730,2025-08-08 06:16:48.350205,1,348.54,Australia
48196,1167,2025-10-23 06:16:48.350205,1,303.3,Australia
49449,1609,2025-04-19 06:16:48.350205,4,96.34,Germany
49661,1267,2025-07-27 06:16:48.350205,5,140.24,India
39709,1748,2025-07-25 06:16:48.350205,7,207.45,Canada
90428,1820,2025-12-05 06:16:48.350205,4,351.13,Australia
85179,1454,2025-06-24 06:16:48.350205,1,321.17,USA
19943,1905,2025-12-11 06:16:48.350205,7,268.46,Australia
53240,1684,2025-08-14 06:16:48.350205,2,385.36,Australia
55760,1400,2025-04-30 06:16:48.350205,2,380.18,India
31042,1921,2026-01-16 06:16:48.350205,8,310.84,USA
53894,1980,2025-11-23 06:16:48.350205,5,394.56,India
16869,1475,2025-10-22 06:16:48.350205,2,170.46,Australia
71078,1701,2025-03-10 06:16:48.350205,5,441.22,India
66759,1633,2025-11-03 06:16:48.350205,8,309.38,India
54306,1557,2025-11-23 06:16:48.350205,6,412.07,UK
65371,1575,2025-09-05 06:16:48.350205,3,275.41,Germany
30918,1129,2025-10-07 06:16:48.350205,8,113.13,Canada
38379,1821,2025-07-07 06:16:48.350205,9,273.49,Germany
93232,1362,2025-10-10 06:16:48.350205,5,188.7,Germany
12962,1704,2025-09-06 06:16:48.350205,2,350.26,USA
23851,1818,2025-09-09 06:16:48.350205,2,240.52,UK
55747,1692,2025-10-10 06:16:48.350205,7,418.88,UK
62349,1291,2025-03-28 06:16:48.350205,1,340.65,India
80832,1370,2025-04-17 06:16:48.350205,2,343.85,Germany
66356,1793,2026-01-05 06:16:48.350205,4,112.49,Canada
24745,1028,2025-12-20 06:16:48.350205,1,492.2,USA
15730,1148,2025-09-23 06:16:48.350205,4,421.63,UK
23921,1778,2025-07-31 06:16:48.350205,5,395.56,India
81138,1295,2025-12-12 06:16:48.350205,9,168.46,Canada
93111,1010,2025-05-29 06:16:48.350205,1,270.14,Germany
29023,1511,2025-11-06 06:16:48.350205,5,72.87,Canada
55349,1675,2025-11-27 06:16:48.350205,2,271.55,UK
91533,1112,2026-01-31 06:16:48.350205,9,77.22,USA
93286,1186,2026-01-24 06:16:48.350205,6,278.75,Germany
51979,1806,2025-07-28 06:16:48.350205,2,326.12,USA
32837,1743,2025-06-19 06:16:48.350205,3,198.15,Australia
24997,1226,2025-04-07 06:16:48.350205,8,251.78,Canada
98603,1309,2025-05-10 06:16:48.350205,1,438.45,Canada
55039,1097,2025-06-04 06:16:48.350205,3,58.74,India
30923,1054,2025-11-04 06:16:48.350205,1,396.91,Germany
18876,1622,2025-11-09 06:16:48.350205,8,89.52,Canada
70973,1663,2026-01-30 06:16:48.350205,1,23.17,UK
12887,1757,2026-01-31 06:16:48.350205,5,96.86,Australia
73723,1405,2025-07-02 06:16:48.350205,4,383.7,UK
52422,1068,2026-01-08 06:16:48.350205,7,205.54,USA
61413,1311,2025-12-16 06:16:48.350205,5,436.9,Australia
12841,1288,2025-03-24 06:16:48.350205,8,264.73,Australia
38756,1761,2025-12-01 06:16:48.350205,1,16.01,UK
81576,1547,2025-05-31 06:16:48.350205,5,359.77,Canada
20304,1750,2025-12-08 06:16:48.350205,4,59.57,UK
40341,1147,2025-05-26 06:16:48.350205,3,395.74,Germany
14758,1466,2025-04-01 06:16:48.350205,5,88.21,USA
27010,1738,2025-09-24 06:16:48.350205,3,176.0,Australia
70758,1243,2026-01-18 06:16:48.350205,8,381.83,Germany
41658,1490,2025-09-29 06:16:48.350205,3,477.34,Canada
59002,1848,2026-02-03 06:16:48.350205,1,188.86,Canada
11375,1957,2025-04-09 06:16:48.350205,9,415.55,UK
32092,1506,2025-11-05 06:16:48.350205,9,99.44,India
10490,1364,2025-06-05 06:16:48.350205,6,404.55,Australia
13729,1481,2025-07-07 06:16:48.350205,1,330.46,Australia
15974,1200,2025-04-04 06:16:48.350205,8,100.41,India
95216,1153,2025-06-18 06:16:48.350205,2,154.74,Canada
93860,1449,2026-01-29 06:16:48.350205,9,70.23,Canada
31398,1500,2026-02-12 06:16:48.350205,8,194.57,Australia
44650,1072,2025-06-28 06:16:48.350205,3,105.81,USA
31292,1712,2026-02-12 06:16:48.350205,5,323.78,Australia
13159,1295,2025-07-17 06:16:48.350205,9,497.28,Canada
72766,1016,2025-03-18 06:16:48.350205,1,10.94,Canada
27065,1640,2025-07-27 06:16:48.350205,9,272.76,USA
31638,1216,2025-08-03 06:16:48.350205,4,288.96,Germany
11073,1060,2026-02-02 06:16:48.350205,4,457.53,Germany
56511,1938,2025-08-13 06:16:48.350205,4,255.47,USA
94307,1615,2025-06-01 06:16:48.350205,9,274.13,USA
39320,1041,2025-10-16 06:16:48.350205,6,238.47,Germany
79876,1024,2025-12-16 06:16:48.350205,8,138.11,Germany
44924,1038,2026-01-14 06:16:48.350205,4,32.73,Germany
91720,1802,2025-11-04 06:16:48.350205,3,207.29,Germany
50734,1130,2025-10-06 06:16:48.350205,1,31.03,Australia
78116,1497,2025-05-18 06:16:48.350205,7,277.49,Australia
50025,1228,2025-08-02 06:16:48.350205,4,157.11,UK
12159,1107,2025-03-06 06:16:48.350205,8,269.13,USA
58940,1171,2025-08-10 06:16:48.350205,3,71.48,India
89436,1434,2025-12-30 06:16:48.350205,1,466.65,UK
86976,1477,2025-09-08 06:16:48.350205,5,447.79,India
24678,1101,2025-08-24 06:16:48.350205,2,99.05,India
71075,1865,2026-02-14 06:16:48.350205,3,175.0,Canada
57204,1523,2026-01-31 06:16:48.350205,6,308.68,USA
22021,1274,2025-07-08 06:16:48.350205,3,52.36,Australia
16772,1612,2025-10-04 06:16:48.350205,3,180.51,UK
77163,1043,2026-01-29 06:16:48.350205,6,129.3,USA
83755,1954,2025-09-21 06:16:48.350205,5,458.18,Germany
33464,1816,2025-05-12 06:16:48.350205,9,426.99,USA
61137,1956,2025-03-08 06:16:48.350205,1,292.02,India
40232,1016,2025-06-10 06:16:48.350205,3,262.57,Australia
71497,1329,2025-09-04 06:16:48.350205,3,465.71,Germany
84024,1568,2025-12-02 06:16:48.350205,6,466.55,USA
61448,1822,2025-12-19 06:16:48.350205,8,484.82,USA
94517,1496,2025-08-16 06:16:48.350205,3,67.06,Australia
10901,1814,2025-08-10 06:16:48.350205,3,84.48,India
97980,1011,2025-07-27 06:16:48.350205,6,339.98,Germany
93597,1317,2025-11-09 06:16:48.350205,8,273.01,India
12881,1591,2026-02-18 06:16:48.350205,6,14.14,Australia
39863,1215,2025-07-23 06:16:48.350205,3,35.68,USA
15622,1338,2025-08-05 06:16:48.350205,4,444.6,UK
11378,1775,2025-04-10 06:16:48.350205,1,435.09,UK
93168,1990,2025-12-03 06:16:48.350205,8,181.85,Canada
81186,1660,2025-11-05 06:16:48.350205,4,446.07,UK
55201,1080,2025-03-07 06:16:48.350205,6,298.87,Australia
69251,1726,2025-05-23 06:16:48.350205,3,403.92,Australia
82572,1484,2025-12-28 06:16:48.350205,6,216.58,Australia
49255,1373,2025-07-11 06:16:48.350205,9,61.13,Germany
73212,1975,2025-05-24 06:16:48.350205,9,219.69,Canada
60210,1709,2025-12-04 06:16:48.350205,3,231.36,Germany
32499,1199,2026-02-25 06:16:48.350205,3,277.72,UK
61628,1536,2025-11-23 06:16:48.350205,4,57.26,UK
71360,1465,2025-12-03 06:16:48.350205,7,495.74,USA
14603,1088,2025-03-18 06:16:48.350205,3,125.85,Germany
95473,1267,2026-01-23 06:16:48.350205,8,103.28,India
22632,1654,2025-03-13 06:16:48.350205,8,265.77,USA
40607,1570,2025-04-13 06:16:48.350205,6,270.92,Germany
75756,1921,2025-05-18 06:16:48.350205,4,222.71,Australia
56994,1488,2025-09-27 06:16:48.350205,5,387.09,Canada
73382,1876,2025-07-12 06:16:48.350205,2,260.74,Germany
80354,1537,2025-06-04 06:16:48.350205,6,306.8,Canada
66344,1046,2025-05-16 06:16:48.350205,3,363.25,Canada
63775,1287,2025-07-18 06:16:48.350205,6,17.39,UK
17349,1777,2026-02-16 06:16:48.350205,5,287.47,India
81154,1015,2025-06-01 06:16:48.350205,2,442.68,Germany
37464,1710,2026-01-01 06:16:48.350205,5,13.61,India
52624,1400,2025-12-20 06:16:48.350205,5,205.57,Canada
47344,1918,2025-08-11 06:16:48.350205,9,463.48,UK
93791,1793,2025-09-12 06:16:48.350205,8,179.81,India
34299,1980,2025-03-04 06:16:48.350205,7,232.07,USA
57975,1085,2025-05-20 06:16:48.350205,3,490.86,Canada
11462,1249,2026-02-25 06:16:48.350205,4,103.67,USA
91441,1390,2025-11-24 06:16:48.350205,6,37.3,Australia
91788,1781,2026-02-26 06:16:48.350205,3,430.41,India
50581,1334,2025-04-07 06:16:48.350205,9,434.89,India
81289,1628,2025-08-24 06:16:48.350205,8,238.68,India
24175,1518,2026-01-03 06:16:48.350205,6,259.53,Australia
16191,1136,2025-09-13 06:16:48.350205,4,418.72,Germany
93434,1882,2025-03-18 06:16:48.350205,7,370.59,Canada
94518,1687,2025-08-09 06:16:48.350205,3,136.25,Canada
90158,1839,2025-10-03 06:16:48.350205,8,13.36,Canada
76537,1497,2025-11-14 06:16:48.350205,1,242.45,Germany
57645,1826,2025-11-26 06:16:48.350205,3,430.16,India
33283,1726,2025-04-13 06:16:48.350205,5,448.44,India
96971,1476,2025-06-28 06:16:48.350205,5,478.33,Australia
69123,1593,2025-11-10 06:16:48.350205,2,440.38,USA
40024,1222,2026-01-21 06:16:48.350205,8,292.12,Germany
59630,1989,2026-02-26 06:16:48.350205,5,225.08,UK
40734,1371,2025-08-26 06:16:48.350205,7,388.55,Germany
10515,1934,2025-08-19 06:16:48.350205,7,371.21,Australia
76727,1994,2025-03-09 06:16:48.350205,5,271.38,USA
56216,1401,2025-11-16 06:16:48.350205,8,48.23,USA
81833,1442,2025-06-25 06:16:48.350205,9,463.41,USA
68755,1489,2025-08-29 06:16:48.350205,4,230.52,India
37856,1614,2025-11-25 06:16:48.350205,4,184.85,UK
83870,1272,2025-10-15 06:16:48.350205,8,316.64,USA
34162,1525,2025-06-22 06:16:48.350205,1,338.55,Canada
16008,1158,2025-04-25 06:16:48.350205,4,109.29,India
17987,1151,2026-02-18 06:16:48.350205,6,419.28,UK
72532,1994,2025-08-07 06:16:48.350205,4,148.52,Canada
13332,1619,2025-08-16 06:16:48.350205,6,97.41,UK
76323,1187,2025-06-11 06:16:48.350205,5,206.17,Australia
48990,1812,2025-05-01 06:16:48.350205,9,366.63,UK
19873,1097,2025-07-25 06:16:48.350205,9,482.9,Canada
92542,1130,2026-02-19 06:16:48.350205,4,405.59,Germany
95761,1804,2025-12-22 06:16:48.350205,4,470.47,UK
46444,1170,2025-12-07 06:16:48.350205,8,74.6,Germany
45340,1935,2025-11-04 06:16:48.350205,4,40.23,UK
15033,1985,2025-09-03 06:16:48.350205,2,281.06,Australia
83324,1182,2026-02-16 06:16:48.350205,2,148.7,Canada
25689,1982,2025-06-07 06:16:48.350205,1,414.89,UK
97134,1363,2025-03-24 06:16:48.350205,5,337.63,USA
10066,1038,2025-05-27 06:16:48.350205,6,485.51,Australia
55246,1526,2025-05-10 06:16:48.350205,9,131.12,USA
17533,1887,2025-09-04 06:16:48.350205,5,245.46,Australia
90639,1496,2026-01-21 06:16:48.350205,6,253.11,Australia
80152,1515,2025-04-07 06:16:48.350205,6,123.39,UK
69658,1348,2025-07-09 06:16:48.350205,3,297.1,Canada
48498,1981,2025-06-22 06:16:48.350205,4,224.43,Canada
21772,1920,2025-06-10 06:16:48.350205,1,226.13,India
99385,1396,2025-08-19 06:16:48.350205,4,184.55,Canada
59036,1721,2026-02-27 06:16:48.350205,1,13.38,Germany
68531,1160,2025-05-12 06:16:48.350205,5,263.44,UK
22940,1015,2025-07-08 06:16:48.350205,8,170.95,USA
26932,1492,2025-10-11 06:16:48.350205,8,5.65,Canada
66827,1425,2025-04-10 06:16:48.350205,5,157.43,USA
71431,1107,2025-10-21 06:16:48.350205,2,142.92,India
34648,1893,2025-11-13 06:16:48.350205,6,199.76,UK
42966,1449,2025-05-04 06:16:48.350205,1,70.27,Canada
37777,1310,2025-12-26 06:16:48.350205,7,256.3,USA
42567,1738,2025-10-24 06:16:48.350205,4,347.76,Australia
27174,1169,2025-08-18 06:16:48.350205,5,316.94,Canada
52598,1545,2025-07-20 06:16:48.350205,6,402.86,India
69199,1413,2026-01-11 06:16:48.350205,1,228.74,Australia
23798,1250,2025-04-09 06:16:48.350205,9,261.95,USA
75364,1758,2025-07-29 06:16:48.350205,4,406.15,USA
27558,1780,2025-06-24 06:16:48.350205,8,216.71,UK
71084,1140,2025-04-08 06:16:48.350205,5,352.29,UK
54237,1273,2026-02-01 06:16:48.350205,8,220.13,USA
75497,1415,2026-02-17 06:16:48.350205,1,211.78,Australia
10178,1607,2025-05-11 06:16:48.350205,8,381.3,UK
96006,1738,2026-02-04 06:16:48.350205,4,91.54,USA
27118,1890,2025-12-14 06:16:48.350205,2,172.6,Australia
32616,1038,2025-10-25 06:16:48.350205,6,115.97,Germany
10798,1813,2026-01-08 06:16:48.350205,2,182.76,Canada
17601,1028,2025-08-14 06:16:48.350205,5,119.04,Germany
35363,1957,2025-08-05 06:16:48.350205,2,291.81,Germany
12795,1476,2025-06-18 06:16:48.350205,3,400.09,Canada
55264,1317,2026-01-17 06:16:48.350205,6,394.37,USA
82833,1244,2025-07-01 06:16:48.350205,1,185.43,USA
13084,1747,2025-03-24 06:16:48.350205,6,494.44,UK
86646,1696,2025-08-31 06:16:48.350205,3,298.96,India
10731,1271,2025-07-07 06:16:48.350205,7,202.7,USA
11129,1439,2025-10-24 06:16:48.350205,2,418.59,Canada
38022,1747,2025-12-14 06:16:48.350205,6,366.29,India
